id	label	RNA-path	meth-path	mirna-path
0020317d-d10e-4e75-8fa6-7c1bdcdee471	TCGA-SARC	/content/TCGA7/TCGA-SARC/0020317d-d10e-4e75-8fa6-7c1bdcdee471/RNA-seq.parquet	/content/TCGA7/TCGA-SARC/0020317d-d10e-4e75-8fa6-7c1bdcdee471/DNA-methylation.parquet	/content/TCGA7/TCGA-SARC/0020317d-d10e-4e75-8fa6-7c1bdcdee471/mirna-seq.parquet
00eaaf62-c43e-4555-9134-1e5593386fdb	TCGA-SARC	/content/TCGA7/TCGA-SARC/00eaaf62-c43e-4555-9134-1e5593386fdb/RNA-seq.parquet	/content/TCGA7/TCGA-SARC/00eaaf62-c43e-4555-9134-1e5593386fdb/DNA-methylation.parquet	/content/TCGA7/TCGA-SARC/00eaaf62-c43e-4555-9134-1e5593386fdb/mirna-seq.parquet
01c5f902-ec3c-4eb7-9e38-1d29ae6ab959	TCGA-SARC	/content/TCGA7/TCGA-SARC/01c5f902-ec3c-4eb7-9e38-1d29ae6ab959/RNA-seq.parquet	/content/TCGA7/TCGA-SARC/01c5f902-ec3c-4eb7-9e38-1d29ae6ab959/DNA-methylation.parquet	/content/TCGA7/TCGA-SARC/01c5f902-ec3c-4eb7-9e38-1d29ae6ab959/mirna-seq.parquet
02b7b0c5-dad6-4270-b56b-3d04285e8147	TCGA-SARC	/content/TCGA7/TCGA-SARC/02b7b0c5-dad6-4270-b56b-3d04285e8147/RNA-seq.parquet	/content/TCGA7/TCGA-SARC/02b7b0c5-dad6-4270-b56b-3d04285e8147/DNA-methylation.parquet	/content/TCGA7/TCGA-SARC/02b7b0c5-dad6-4270-b56b-3d04285e8147/mirna-seq.parquet
0494a8ea-ecf3-4f3e-8b3c-26a9254b6755	TCGA-SARC	/content/TCGA7/TCGA-SARC/0494a8ea-ecf3-4f3e-8b3c-26a9254b6755/RNA-seq.parquet	/content/TCGA7/TCGA-SARC/0494a8ea-ecf3-4f3e-8b3c-26a9254b6755/DNA-methylation.parquet	/content/TCGA7/TCGA-SARC/0494a8ea-ecf3-4f3e-8b3c-26a9254b6755/mirna-seq.parquet
04d45a95-4282-42e7-8e2f-2b7a5082e1b5	TCGA-SARC	/content/TCGA7/TCGA-SARC/04d45a95-4282-42e7-8e2f-2b7a5082e1b5/RNA-seq.parquet	/content/TCGA7/TCGA-SARC/04d45a95-4282-42e7-8e2f-2b7a5082e1b5/DNA-methylation.parquet	/content/TCGA7/TCGA-SARC/04d45a95-4282-42e7-8e2f-2b7a5082e1b5/mirna-seq.parquet
051a8605-e674-4b66-a142-11ec36a96454	TCGA-SARC	/content/TCGA7/TCGA-SARC/051a8605-e674-4b66-a142-11ec36a96454/RNA-seq.parquet	/content/TCGA7/TCGA-SARC/051a8605-e674-4b66-a142-11ec36a96454/DNA-methylation.parquet	/content/TCGA7/TCGA-SARC/051a8605-e674-4b66-a142-11ec36a96454/mirna-seq.parquet
059f7eb8-6e42-4f57-8248-ff82896aab54	TCGA-SARC	/content/TCGA7/TCGA-SARC/059f7eb8-6e42-4f57-8248-ff82896aab54/RNA-seq.parquet	/content/TCGA7/TCGA-SARC/059f7eb8-6e42-4f57-8248-ff82896aab54/DNA-methylation.parquet	/content/TCGA7/TCGA-SARC/059f7eb8-6e42-4f57-8248-ff82896aab54/mirna-seq.parquet
05d4099f-521a-4df6-abac-f86f84b3af7f	TCGA-SARC	/content/TCGA7/TCGA-SARC/05d4099f-521a-4df6-abac-f86f84b3af7f/RNA-seq.parquet	/content/TCGA7/TCGA-SARC/05d4099f-521a-4df6-abac-f86f84b3af7f/DNA-methylation.parquet	/content/TCGA7/TCGA-SARC/05d4099f-521a-4df6-abac-f86f84b3af7f/mirna-seq.parquet
07778870-d400-4495-b786-c63ff33fc29d	TCGA-SARC	/content/TCGA7/TCGA-SARC/07778870-d400-4495-b786-c63ff33fc29d/RNA-seq.parquet	/content/TCGA7/TCGA-SARC/07778870-d400-4495-b786-c63ff33fc29d/DNA-methylation.parquet	/content/TCGA7/TCGA-SARC/07778870-d400-4495-b786-c63ff33fc29d/mirna-seq.parquet
