id	label	RNA-path	meth-path	mirna-path
01775b06-5836-469c-8537-120cb8cc94e9	TCGA-PAAD	/content/TCGA6/TCGA-PAAD/01775b06-5836-469c-8537-120cb8cc94e9/RNA-seq.parquet	/content/TCGA6/TCGA-PAAD/01775b06-5836-469c-8537-120cb8cc94e9/DNA-methylation.parquet	/content/TCGA6/TCGA-PAAD/01775b06-5836-469c-8537-120cb8cc94e9/mirna-seq.parquet
02dbd5fa-e31f-4486-8df8-5b851f2e92bd	TCGA-PAAD	/content/TCGA6/TCGA-PAAD/02dbd5fa-e31f-4486-8df8-5b851f2e92bd/RNA-seq.parquet	/content/TCGA6/TCGA-PAAD/02dbd5fa-e31f-4486-8df8-5b851f2e92bd/DNA-methylation.parquet	/content/TCGA6/TCGA-PAAD/02dbd5fa-e31f-4486-8df8-5b851f2e92bd/mirna-seq.parquet
02ef2e1a-5afe-4c00-a3ea-7f4a153f1da4	TCGA-PAAD	/content/TCGA6/TCGA-PAAD/02ef2e1a-5afe-4c00-a3ea-7f4a153f1da4/RNA-seq.parquet	/content/TCGA6/TCGA-PAAD/02ef2e1a-5afe-4c00-a3ea-7f4a153f1da4/DNA-methylation.parquet	/content/TCGA6/TCGA-PAAD/02ef2e1a-5afe-4c00-a3ea-7f4a153f1da4/mirna-seq.parquet
05d2adb3-5c6d-4edc-ba4c-bdbf628f4eee	TCGA-PAAD	/content/TCGA6/TCGA-PAAD/05d2adb3-5c6d-4edc-ba4c-bdbf628f4eee/RNA-seq.parquet	/content/TCGA6/TCGA-PAAD/05d2adb3-5c6d-4edc-ba4c-bdbf628f4eee/DNA-methylation.parquet	/content/TCGA6/TCGA-PAAD/05d2adb3-5c6d-4edc-ba4c-bdbf628f4eee/mirna-seq.parquet
0944ce65-a89a-4916-b90a-f674b334281e	TCGA-PAAD	/content/TCGA6/TCGA-PAAD/0944ce65-a89a-4916-b90a-f674b334281e/RNA-seq.parquet	/content/TCGA6/TCGA-PAAD/0944ce65-a89a-4916-b90a-f674b334281e/DNA-methylation.parquet	/content/TCGA6/TCGA-PAAD/0944ce65-a89a-4916-b90a-f674b334281e/mirna-seq.parquet
09fd6d9e-c715-4d57-88f9-238dd74c79a7	TCGA-PAAD	/content/TCGA6/TCGA-PAAD/09fd6d9e-c715-4d57-88f9-238dd74c79a7/RNA-seq.parquet	/content/TCGA6/TCGA-PAAD/09fd6d9e-c715-4d57-88f9-238dd74c79a7/DNA-methylation.parquet	/content/TCGA6/TCGA-PAAD/09fd6d9e-c715-4d57-88f9-238dd74c79a7/mirna-seq.parquet
0a3c8161-4186-4c95-8288-9928d6db0355	TCGA-PAAD	/content/TCGA6/TCGA-PAAD/0a3c8161-4186-4c95-8288-9928d6db0355/RNA-seq.parquet	/content/TCGA6/TCGA-PAAD/0a3c8161-4186-4c95-8288-9928d6db0355/DNA-methylation.parquet	/content/TCGA6/TCGA-PAAD/0a3c8161-4186-4c95-8288-9928d6db0355/mirna-seq.parquet
0b4443a0-087d-47e7-9e67-795eac6750c3	TCGA-PAAD	/content/TCGA6/TCGA-PAAD/0b4443a0-087d-47e7-9e67-795eac6750c3/RNA-seq.parquet	/content/TCGA6/TCGA-PAAD/0b4443a0-087d-47e7-9e67-795eac6750c3/DNA-methylation.parquet	/content/TCGA6/TCGA-PAAD/0b4443a0-087d-47e7-9e67-795eac6750c3/mirna-seq.parquet
0b4b50c7-aa0b-4a64-807b-d3cb47eeeb6f	TCGA-PAAD	/content/TCGA6/TCGA-PAAD/0b4b50c7-aa0b-4a64-807b-d3cb47eeeb6f/RNA-seq.parquet	/content/TCGA6/TCGA-PAAD/0b4b50c7-aa0b-4a64-807b-d3cb47eeeb6f/DNA-methylation.parquet	/content/TCGA6/TCGA-PAAD/0b4b50c7-aa0b-4a64-807b-d3cb47eeeb6f/mirna-seq.parquet
0fa89fbc-307a-48d5-adce-192556755c22	TCGA-PAAD	/content/TCGA6/TCGA-PAAD/0fa89fbc-307a-48d5-adce-192556755c22/RNA-seq.parquet	/content/TCGA6/TCGA-PAAD/0fa89fbc-307a-48d5-adce-192556755c22/DNA-methylation.parquet	/content/TCGA6/TCGA-PAAD/0fa89fbc-307a-48d5-adce-192556755c22/mirna-seq.parquet
10f0d40b-c4c4-441b-9cfb-bef5e44aa91e	TCGA-PAAD	/content/TCGA6/TCGA-PAAD/10f0d40b-c4c4-441b-9cfb-bef5e44aa91e/RNA-seq.parquet	/content/TCGA6/TCGA-PAAD/10f0d40b-c4c4-441b-9cfb-bef5e44aa91e/DNA-methylation.parquet	/content/TCGA6/TCGA-PAAD/10f0d40b-c4c4-441b-9cfb-bef5e44aa91e/mirna-seq.parquet
13cf4e4c-8d5f-4854-a350-428fdf1ff340	TCGA-PAAD	/content/TCGA6/TCGA-PAAD/13cf4e4c-8d5f-4854-a350-428fdf1ff340/RNA-seq.parquet	/content/TCGA6/TCGA-PAAD/13cf4e4c-8d5f-4854-a350-428fdf1ff340/DNA-methylation.parquet	/content/TCGA6/TCGA-PAAD/13cf4e4c-8d5f-4854-a350-428fdf1ff340/mirna-seq.parquet
1422bc35-4597-4e76-aa75-8e79613e67d5	TCGA-PAAD	/content/TCGA6/TCGA-PAAD/1422bc35-4597-4e76-aa75-8e79613e67d5/RNA-seq.parquet	/content/TCGA6/TCGA-PAAD/1422bc35-4597-4e76-aa75-8e79613e67d5/DNA-methylation.parquet	/content/TCGA6/TCGA-PAAD/1422bc35-4597-4e76-aa75-8e79613e67d5/mirna-seq.parquet
1521ac6d-31f7-4240-9d54-4f7600e78e16	TCGA-PAAD	/content/TCGA6/TCGA-PAAD/1521ac6d-31f7-4240-9d54-4f7600e78e16/RNA-seq.parquet	/content/TCGA6/TCGA-PAAD/1521ac6d-31f7-4240-9d54-4f7600e78e16/DNA-methylation.parquet	/content/TCGA6/TCGA-PAAD/1521ac6d-31f7-4240-9d54-4f7600e78e16/mirna-seq.parquet
16b38977-aea1-4c75-89ec-4fb551f652dd	TCGA-PAAD	/content/TCGA6/TCGA-PAAD/16b38977-aea1-4c75-89ec-4fb551f652dd/RNA-seq.parquet	/content/TCGA6/TCGA-PAAD/16b38977-aea1-4c75-89ec-4fb551f652dd/DNA-methylation.parquet	/content/TCGA6/TCGA-PAAD/16b38977-aea1-4c75-89ec-4fb551f652dd/mirna-seq.parquet
17142718-742e-464a-8e0f-a6b9ac8fad75	TCGA-PAAD	/content/TCGA6/TCGA-PAAD/17142718-742e-464a-8e0f-a6b9ac8fad75/RNA-seq.parquet	/content/TCGA6/TCGA-PAAD/17142718-742e-464a-8e0f-a6b9ac8fad75/DNA-methylation.parquet	/content/TCGA6/TCGA-PAAD/17142718-742e-464a-8e0f-a6b9ac8fad75/mirna-seq.parquet
