id	label	RNA-path	meth-path	mirna-path
0775583e-c0a0-4f18-9ca2-8f89cedce3d6	TCGA-CHOL	/content/TCGA2/TCGA-CHOL/0775583e-c0a0-4f18-9ca2-8f89cedce3d6/RNA-seq.parquet	/content/TCGA2/TCGA-CHOL/0775583e-c0a0-4f18-9ca2-8f89cedce3d6/DNA-methylation.parquet	/content/TCGA2/TCGA-CHOL/0775583e-c0a0-4f18-9ca2-8f89cedce3d6/mirna-seq.parquet
180a2b9c-9cac-4d96-86e8-cd6b3b9386b5	TCGA-CHOL	/content/TCGA2/TCGA-CHOL/180a2b9c-9cac-4d96-86e8-cd6b3b9386b5/RNA-seq.parquet	/content/TCGA2/TCGA-CHOL/180a2b9c-9cac-4d96-86e8-cd6b3b9386b5/DNA-methylation.parquet	/content/TCGA2/TCGA-CHOL/180a2b9c-9cac-4d96-86e8-cd6b3b9386b5/mirna-seq.parquet
1d136284-bdf5-498e-9506-4893801a337c	TCGA-CHOL	/content/TCGA2/TCGA-CHOL/1d136284-bdf5-498e-9506-4893801a337c/RNA-seq.parquet	/content/TCGA2/TCGA-CHOL/1d136284-bdf5-498e-9506-4893801a337c/DNA-methylation.parquet	/content/TCGA2/TCGA-CHOL/1d136284-bdf5-498e-9506-4893801a337c/mirna-seq.parquet
20bf79af-3b0f-477d-b619-5597d42f5d5e	TCGA-CHOL		/content/TCGA2/TCGA-CHOL/20bf79af-3b0f-477d-b619-5597d42f5d5e/DNA-methylation.parquet	/content/TCGA2/TCGA-CHOL/20bf79af-3b0f-477d-b619-5597d42f5d5e/mirna-seq.parquet
20ec1cd9-7bdb-4eb9-9d20-65795580f1f5	TCGA-CHOL	/content/TCGA2/TCGA-CHOL/20ec1cd9-7bdb-4eb9-9d20-65795580f1f5/RNA-seq.parquet	/content/TCGA2/TCGA-CHOL/20ec1cd9-7bdb-4eb9-9d20-65795580f1f5/DNA-methylation.parquet	/content/TCGA2/TCGA-CHOL/20ec1cd9-7bdb-4eb9-9d20-65795580f1f5/mirna-seq.parquet
22bf93b3-c8dc-4669-862f-3e4ae478849b	TCGA-CHOL	/content/TCGA2/TCGA-CHOL/22bf93b3-c8dc-4669-862f-3e4ae478849b/RNA-seq.parquet	/content/TCGA2/TCGA-CHOL/22bf93b3-c8dc-4669-862f-3e4ae478849b/DNA-methylation.parquet	/content/TCGA2/TCGA-CHOL/22bf93b3-c8dc-4669-862f-3e4ae478849b/mirna-seq.parquet
2d6e20b2-82c7-4c12-92d0-93282b0a9031	TCGA-CHOL	/content/TCGA2/TCGA-CHOL/2d6e20b2-82c7-4c12-92d0-93282b0a9031/RNA-seq.parquet	/content/TCGA2/TCGA-CHOL/2d6e20b2-82c7-4c12-92d0-93282b0a9031/DNA-methylation.parquet	/content/TCGA2/TCGA-CHOL/2d6e20b2-82c7-4c12-92d0-93282b0a9031/mirna-seq.parquet
32e9558c-946b-4288-91e1-504e47c308ac	TCGA-CHOL	/content/TCGA2/TCGA-CHOL/32e9558c-946b-4288-91e1-504e47c308ac/RNA-seq.parquet	/content/TCGA2/TCGA-CHOL/32e9558c-946b-4288-91e1-504e47c308ac/DNA-methylation.parquet	/content/TCGA2/TCGA-CHOL/32e9558c-946b-4288-91e1-504e47c308ac/mirna-seq.parquet
3824cd6d-c85c-4b21-819a-932d1afef976	TCGA-CHOL	/content/TCGA2/TCGA-CHOL/3824cd6d-c85c-4b21-819a-932d1afef976/RNA-seq.parquet	/content/TCGA2/TCGA-CHOL/3824cd6d-c85c-4b21-819a-932d1afef976/DNA-methylation.parquet	/content/TCGA2/TCGA-CHOL/3824cd6d-c85c-4b21-819a-932d1afef976/mirna-seq.parquet
3c8ca064-a4a7-416f-a069-4324d4a72038	TCGA-CHOL	/content/TCGA2/TCGA-CHOL/3c8ca064-a4a7-416f-a069-4324d4a72038/RNA-seq.parquet	/content/TCGA2/TCGA-CHOL/3c8ca064-a4a7-416f-a069-4324d4a72038/DNA-methylation.parquet	/content/TCGA2/TCGA-CHOL/3c8ca064-a4a7-416f-a069-4324d4a72038/mirna-seq.parquet
41b97b11-acaa-4fbc-b3b0-0abc1bcac13b	TCGA-CHOL	/content/TCGA2/TCGA-CHOL/41b97b11-acaa-4fbc-b3b0-0abc1bcac13b/RNA-seq.parquet	/content/TCGA2/TCGA-CHOL/41b97b11-acaa-4fbc-b3b0-0abc1bcac13b/DNA-methylation.parquet	/content/TCGA2/TCGA-CHOL/41b97b11-acaa-4fbc-b3b0-0abc1bcac13b/mirna-seq.parquet
4290b3b3-94f6-43e4-8309-430dd973ae2d	TCGA-CHOL	/content/TCGA2/TCGA-CHOL/4290b3b3-94f6-43e4-8309-430dd973ae2d/RNA-seq.parquet	/content/TCGA2/TCGA-CHOL/4290b3b3-94f6-43e4-8309-430dd973ae2d/DNA-methylation.parquet	/content/TCGA2/TCGA-CHOL/4290b3b3-94f6-43e4-8309-430dd973ae2d/mirna-seq.parquet
47a9ef9b-04f0-4e8d-bfdb-0846ba30d08b	TCGA-CHOL	/content/TCGA2/TCGA-CHOL/47a9ef9b-04f0-4e8d-bfdb-0846ba30d08b/RNA-seq.parquet	/content/TCGA2/TCGA-CHOL/47a9ef9b-04f0-4e8d-bfdb-0846ba30d08b/DNA-methylation.parquet	/content/TCGA2/TCGA-CHOL/47a9ef9b-04f0-4e8d-bfdb-0846ba30d08b/mirna-seq.parquet
48d17b17-348c-405a-ae92-f190372a3aac	TCGA-CHOL	/content/TCGA2/TCGA-CHOL/48d17b17-348c-405a-ae92-f190372a3aac/RNA-seq.parquet	/content/TCGA2/TCGA-CHOL/48d17b17-348c-405a-ae92-f190372a3aac/DNA-methylation.parquet	/content/TCGA2/TCGA-CHOL/48d17b17-348c-405a-ae92-f190372a3aac/mirna-seq.parquet
5166d82f-7b22-4101-bea9-6056e5a74c48	TCGA-CHOL	/content/TCGA2/TCGA-CHOL/5166d82f-7b22-4101-bea9-6056e5a74c48/RNA-seq.parquet	/content/TCGA2/TCGA-CHOL/5166d82f-7b22-4101-bea9-6056e5a74c48/DNA-methylation.parquet	/content/TCGA2/TCGA-CHOL/5166d82f-7b22-4101-bea9-6056e5a74c48/mirna-seq.parquet
5cf3911a-f3ea-4c0e-851d-5bb57ca7190f	TCGA-CHOL	/content/TCGA2/TCGA-CHOL/5cf3911a-f3ea-4c0e-851d-5bb57ca7190f/RNA-seq.parquet	/content/TCGA2/TCGA-CHOL/5cf3911a-f3ea-4c0e-851d-5bb57ca7190f/DNA-methylation.parquet	/content/TCGA2/TCGA-CHOL/5cf3911a-f3ea-4c0e-851d-5bb57ca7190f/mirna-seq.parquet
5fb3affa-3661-48e8-a1cc-b533c862e8c5	TCGA-CHOL	/content/TCGA2/TCGA-CHOL/5fb3affa-3661-48e8-a1cc-b533c862e8c5/RNA-seq.parquet	/content/TCGA2/TCGA-CHOL/5fb3affa-3661-48e8-a1cc-b533c862e8c5/DNA-methylation.parquet	/content/TCGA2/TCGA-CHOL/5fb3affa-3661-48e8-a1cc-b533c862e8c5/mirna-seq.parquet
6e534dd3-81ac-4575-ab1e-02c21e10916d	TCGA-CHOL	/content/TCGA2/TCGA-CHOL/6e534dd3-81ac-4575-ab1e-02c21e10916d/RNA-seq.parquet	/content/TCGA2/TCGA-CHOL/6e534dd3-81ac-4575-ab1e-02c21e10916d/DNA-methylation.parquet	/content/TCGA2/TCGA-CHOL/6e534dd3-81ac-4575-ab1e-02c21e10916d/mirna-seq.parquet
