id	label	RNA-path	meth-path	mirna-path
0022478c-4dfd-4cbe-a05e-fb20310844e3	TCGA-KIRC	/content/TCGA3/TCGA-KIRC/0022478c-4dfd-4cbe-a05e-fb20310844e3/RNA-seq.parquet		/content/TCGA3/TCGA-KIRC/0022478c-4dfd-4cbe-a05e-fb20310844e3/mirna-seq.parquet
01277e9d-a35f-45d9-9e60-2e8cd79630a0	TCGA-KIRC	/content/TCGA3/TCGA-KIRC/01277e9d-a35f-45d9-9e60-2e8cd79630a0/RNA-seq.parquet	/content/TCGA3/TCGA-KIRC/01277e9d-a35f-45d9-9e60-2e8cd79630a0/DNA-methylation.parquet	/content/TCGA3/TCGA-KIRC/01277e9d-a35f-45d9-9e60-2e8cd79630a0/mirna-seq.parquet
0242658f-a698-4e68-b6e3-2f4aa076763e	TCGA-KIRC	/content/TCGA3/TCGA-KIRC/0242658f-a698-4e68-b6e3-2f4aa076763e/RNA-seq.parquet		/content/TCGA3/TCGA-KIRC/0242658f-a698-4e68-b6e3-2f4aa076763e/mirna-seq.parquet
028d32fc-1b9f-49c6-9cb2-2d69671943cd	TCGA-KIRC	/content/TCGA3/TCGA-KIRC/028d32fc-1b9f-49c6-9cb2-2d69671943cd/RNA-seq.parquet	/content/TCGA3/TCGA-KIRC/028d32fc-1b9f-49c6-9cb2-2d69671943cd/DNA-methylation.parquet	/content/TCGA3/TCGA-KIRC/028d32fc-1b9f-49c6-9cb2-2d69671943cd/mirna-seq.parquet
02b5012e-f7ac-4423-8978-0b2f5e50926e	TCGA-KIRC	/content/TCGA3/TCGA-KIRC/02b5012e-f7ac-4423-8978-0b2f5e50926e/RNA-seq.parquet		/content/TCGA3/TCGA-KIRC/02b5012e-f7ac-4423-8978-0b2f5e50926e/mirna-seq.parquet
037c691e-6320-451b-9276-78459f1b705c	TCGA-KIRC	/content/TCGA3/TCGA-KIRC/037c691e-6320-451b-9276-78459f1b705c/RNA-seq.parquet		/content/TCGA3/TCGA-KIRC/037c691e-6320-451b-9276-78459f1b705c/mirna-seq.parquet
03905b58-4b13-410c-8e92-115ab2a42e80	TCGA-KIRC	/content/TCGA3/TCGA-KIRC/03905b58-4b13-410c-8e92-115ab2a42e80/RNA-seq.parquet	/content/TCGA3/TCGA-KIRC/03905b58-4b13-410c-8e92-115ab2a42e80/DNA-methylation.parquet	/content/TCGA3/TCGA-KIRC/03905b58-4b13-410c-8e92-115ab2a42e80/mirna-seq.parquet
03ae8fdb-8a9c-401d-b8e3-b5ea57bad182	TCGA-KIRC	/content/TCGA3/TCGA-KIRC/03ae8fdb-8a9c-401d-b8e3-b5ea57bad182/RNA-seq.parquet	/content/TCGA3/TCGA-KIRC/03ae8fdb-8a9c-401d-b8e3-b5ea57bad182/DNA-methylation.parquet	/content/TCGA3/TCGA-KIRC/03ae8fdb-8a9c-401d-b8e3-b5ea57bad182/mirna-seq.parquet
03b2ac94-05a3-49a7-b68f-51d045395b07	TCGA-KIRC	/content/TCGA3/TCGA-KIRC/03b2ac94-05a3-49a7-b68f-51d045395b07/RNA-seq.parquet		/content/TCGA3/TCGA-KIRC/03b2ac94-05a3-49a7-b68f-51d045395b07/mirna-seq.parquet
04004bc7-cc5c-4683-b334-3e14a7c2f384	TCGA-KIRC	/content/TCGA3/TCGA-KIRC/04004bc7-cc5c-4683-b334-3e14a7c2f384/RNA-seq.parquet	/content/TCGA3/TCGA-KIRC/04004bc7-cc5c-4683-b334-3e14a7c2f384/DNA-methylation.parquet	/content/TCGA3/TCGA-KIRC/04004bc7-cc5c-4683-b334-3e14a7c2f384/mirna-seq.parquet
0487fc41-386c-4d76-9084-daf959bf5e98	TCGA-KIRC	/content/TCGA3/TCGA-KIRC/0487fc41-386c-4d76-9084-daf959bf5e98/RNA-seq.parquet	/content/TCGA3/TCGA-KIRC/0487fc41-386c-4d76-9084-daf959bf5e98/DNA-methylation.parquet	/content/TCGA3/TCGA-KIRC/0487fc41-386c-4d76-9084-daf959bf5e98/mirna-seq.parquet
