id	label	RNA-path	meth-path	mirna-path
0030a28c-81aa-44b0-8be0-b35e1dcbf98c	TCGA-DLBC	/content/TCGA2/TCGA-DLBC/0030a28c-81aa-44b0-8be0-b35e1dcbf98c/RNA-seq.parquet	/content/TCGA2/TCGA-DLBC/0030a28c-81aa-44b0-8be0-b35e1dcbf98c/DNA-methylation.parquet	/content/TCGA2/TCGA-DLBC/0030a28c-81aa-44b0-8be0-b35e1dcbf98c/mirna-seq.parquet
0bf573ac-cd1e-42d8-90cf-b30d7b08679c	TCGA-DLBC	/content/TCGA2/TCGA-DLBC/0bf573ac-cd1e-42d8-90cf-b30d7b08679c/RNA-seq.parquet	/content/TCGA2/TCGA-DLBC/0bf573ac-cd1e-42d8-90cf-b30d7b08679c/DNA-methylation.parquet	/content/TCGA2/TCGA-DLBC/0bf573ac-cd1e-42d8-90cf-b30d7b08679c/mirna-seq.parquet
0e251c03-bf86-4ed8-b45d-3cbc97160502	TCGA-DLBC	/content/TCGA2/TCGA-DLBC/0e251c03-bf86-4ed8-b45d-3cbc97160502/RNA-seq.parquet	/content/TCGA2/TCGA-DLBC/0e251c03-bf86-4ed8-b45d-3cbc97160502/DNA-methylation.parquet	/content/TCGA2/TCGA-DLBC/0e251c03-bf86-4ed8-b45d-3cbc97160502/mirna-seq.parquet
0e9fcccc-0630-408d-a121-2c6413824cb7	TCGA-DLBC	/content/TCGA2/TCGA-DLBC/0e9fcccc-0630-408d-a121-2c6413824cb7/RNA-seq.parquet	/content/TCGA2/TCGA-DLBC/0e9fcccc-0630-408d-a121-2c6413824cb7/DNA-methylation.parquet	/content/TCGA2/TCGA-DLBC/0e9fcccc-0630-408d-a121-2c6413824cb7/mirna-seq.parquet
1843c82e-7a35-474f-9f79-c0a9af9aa09c	TCGA-DLBC	/content/TCGA2/TCGA-DLBC/1843c82e-7a35-474f-9f79-c0a9af9aa09c/RNA-seq.parquet	/content/TCGA2/TCGA-DLBC/1843c82e-7a35-474f-9f79-c0a9af9aa09c/DNA-methylation.parquet	/content/TCGA2/TCGA-DLBC/1843c82e-7a35-474f-9f79-c0a9af9aa09c/mirna-seq.parquet
1d0db5d7-39ca-466d-96b3-0d278c5ea768	TCGA-DLBC	/content/TCGA2/TCGA-DLBC/1d0db5d7-39ca-466d-96b3-0d278c5ea768/RNA-seq.parquet	/content/TCGA2/TCGA-DLBC/1d0db5d7-39ca-466d-96b3-0d278c5ea768/DNA-methylation.parquet	/content/TCGA2/TCGA-DLBC/1d0db5d7-39ca-466d-96b3-0d278c5ea768/mirna-seq.parquet
1ea575f1-f731-408b-a629-f5f4abab569e	TCGA-DLBC	/content/TCGA2/TCGA-DLBC/1ea575f1-f731-408b-a629-f5f4abab569e/RNA-seq.parquet	/content/TCGA2/TCGA-DLBC/1ea575f1-f731-408b-a629-f5f4abab569e/DNA-methylation.parquet	/content/TCGA2/TCGA-DLBC/1ea575f1-f731-408b-a629-f5f4abab569e/mirna-seq.parquet
1f971af1-6772-4fe6-8d35-bbe527a037fe	TCGA-DLBC	/content/TCGA2/TCGA-DLBC/1f971af1-6772-4fe6-8d35-bbe527a037fe/RNA-seq.parquet	/content/TCGA2/TCGA-DLBC/1f971af1-6772-4fe6-8d35-bbe527a037fe/DNA-methylation.parquet	/content/TCGA2/TCGA-DLBC/1f971af1-6772-4fe6-8d35-bbe527a037fe/mirna-seq.parquet
25ff86af-beb4-480c-b706-f3fe0306f7cf	TCGA-DLBC	/content/TCGA2/TCGA-DLBC/25ff86af-beb4-480c-b706-f3fe0306f7cf/RNA-seq.parquet	/content/TCGA2/TCGA-DLBC/25ff86af-beb4-480c-b706-f3fe0306f7cf/DNA-methylation.parquet	/content/TCGA2/TCGA-DLBC/25ff86af-beb4-480c-b706-f3fe0306f7cf/mirna-seq.parquet
29aff186-c321-4ff9-b81b-105e27e620ff	TCGA-DLBC	/content/TCGA2/TCGA-DLBC/29aff186-c321-4ff9-b81b-105e27e620ff/RNA-seq.parquet	/content/TCGA2/TCGA-DLBC/29aff186-c321-4ff9-b81b-105e27e620ff/DNA-methylation.parquet	/content/TCGA2/TCGA-DLBC/29aff186-c321-4ff9-b81b-105e27e620ff/mirna-seq.parquet
